is_match,company_type,page_handle,company_id,company_status_date,days_from_company_status_to_now,bigrams_intersection,times_prosecutor,times_defendant,times_unknown_appearences,companies_general_info_columns,changed_picture,has_website,has_top_20_website,phone,has_phone,email,has_email,number_of_likes,has_more_than_100_likes,has_more_than_10_likes,has_more_than_1_likes,checkins,were_here_count,talking_about_count,changed_cover,has_location,has_country,has_state,has_country_state,has_country_state_city,has_country_or_state_or_city,is_unclaimed,is_published,is_verified,is_permanently_closed,is_community_page,start_info,has_start_info,has_text,description_length,description_words,about_length,about_words,products_length,products_words,general_info_length,general_info_words,category,category_list,number_of_records,number_of_pages,companies_events_columns,first_event_time,last_event_time,number_of_different_months_with_events,total_events,total_attending,min_attending_per_event,max_attending_per_event,avg_attending_per_event,total_maybe,min_maybe_per_event,max_maybe_per_event,avg_maybe_per_event,total_noreply,min_noreply_per_event,max_noreply_per_event,avg_noreply_per_event,total_interested,min_interested_per_event,max_interested_per_event,avg_interested_per_event,total_declined,min_declined_per_post,max_declined_per_post,avg_declined_per_post,companies_photos,first_photo_time,last_photo_time,number_of_different_photo_uploaders,number_of_photos_self_tagged,number_of_photos_with_tagged_people_without_self,total_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos,min_number_of_people_tagged_in_photos,max_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos_when_more_than_zero,number_of_different_months_for_photos,total_photos,number_of_albums,number_of_normal_albums,number_of_wall_albums,number_of_mobile_albums,number_of_cover_albums,number_of_profile_albums,number_of_app_albums,number_of_null_albums,number_of_photos_in_normal_albums,number_of_photos_in_wall_albums,number_of_photos_in_mobile_albums,number_of_photos_in_cover_albums,number_of_photos_in_profile_albums,number_of_photos_in_app_albums,number_of_photos_in_null_albums,number_of_photos_1qr_before_status,number_of_photos_2qr_before_status,number_of_photos_3qr_before_status,number_of_photos_4qr_before_status,number_of_photos_6months_before_status,number_of_photos_12months_before_status,companies_posts_columns,companies_posts_calculation_date,days_from_last_post_to_now,days_from_last_post_to_company_status,first_post_time,last_post_time,number_of_different_months_with_posts,total_posts,total_user_changed_post_time,total_posts_with_photos,total_posts_with_photos_more_than_5_comments,total_posts_with_photos_less_than_5_comments,total_posts_with_photos_more_than_5_likes,total_posts_with_photos_less_than_5_likes,total_posts_with_link,total_posts_with_link_more_than_5_comments,total_posts_with_link_less_than_5_comments,total_posts_with_link_more_than_5_likes,total_posts_with_link_less_than_5_likes,total_user_posts,total_user_posts_more_than_5_comments,total_user_posts_less_than_5_comments,total_user_posts_more_than_5_likes,total_user_posts_less_than_5_likes,total_comments_to_user_posts,min_comments_per_user_posts,max_comments_per_user_posts,avg_comments_per_user_posts,total_likes_to_user_posts,min_likes_per_user_posts,max_likes_per_user_posts,avg_likes_per_user_posts,total_other_users_posts,total_other_users_posts_more_than_5_comments,total_other_users_posts_less_than_5_comments,total_other_users_posts_more_than_5_likes,total_other_users_posts_less_than_5_likes,total_comments_to_other_users_posts,min_comments_per_other_users_post,max_comments_per_other_users_post,avg_comments_per_other_users_post,total_likes_to_other_users_posts,min_likes_per_other_users_post,max_likes_per_other_users_post,avg_likes_per_other_users_post,companies_posts_comments_new_columns,first_time_of_post_with_comment,last_time_of_post_with_comment,number_of_different_months_with_comments,total_posts_with_comments,distinct_commentators,distinct_commentators_1qr_months_before_status,distinct_commentators_2qr_months_before_status,distinct_commentators_3qr_months_before_status,distinct_commentators_4qr_months_before_status,distinct_commentators_6months_before_status,distinct_commentators_12months_before_status,distinct_commentators_6months_after_status,companies_posts_reactions_columns,first_post_with_reaction_time,last_post_with_reaction_time,number_of_different_months_with_reactions,total_posts_with_reactions,distinct_interacting_users,distinct_interacting_users_1qr_before_status,distinct_interacting_users_2qr_before_status,distinct_interacting_users_3qr_before_status,distinct_interacting_users_4qr_before_status,distinct_interacting_users_6months_before_status,distinct_interacting_users_12months_before_status,distinct_interacting_users_6months_after_status
1,forceliquidated,5.374E+14,513242412,9/2/2014,665,0,0,0,0,companies_general_info_columns,1,0,0,,0,,0,48,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,1,299,47,,,112,18,,,Industrials,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2/3/2014,2/16/2014,1,0,0,0,0,0,0,,1,6,3,1,1,0,0,1,0,0,3,2,0,0,1,0,0,0,0,6,0,0,6,companies_posts_columns,6/28/2016,135,-530,2/8/2014,2/14/2016,2,7,1,6,0,6,0,6,6,0,6,0,6,2,0,2,0,2,0,0,0,0,3,0,2,0.428571429,2,0,5,0,5,2,0,2,0.285714286,10,0,4,1.428571429,companies_posts_comments_columns,2/16/2014,2/16/2014,1,1,2,0,0,2,0,0,2,0,companies_posts_reactions_columns,2/8/2014,2/14/2016,6,7,8,0,0,8,0,0,8,0
1,forceliquidated,1.8355E+14,513914911,8/21/2014,677,0,1,3,0,companies_general_info_columns,1,1,1,35588980,1,,0,6756,1,1,1,3,3,20,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,1/1/2012,1,1,209,28,67,7,,,,,Shopping/Retail,Furniture Store,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,3/27/2012,4/4/2016,1,0,2,3,0.003108808,0,2,1.5,31,965,43,39,1,1,1,1,0,0,779,88,94,3,1,0,0,0,1,35,69,1,105,companies_posts_columns,6/28/2016,54,-623,3/27/2012,5/5/2016,43,245,76,205,9,196,124,81,206,9,197,124,82,233,9,224,137,96,448,0,200,1.828571429,2007,0,187,8.191836735,233,1,11,3,9,18,0,9,0.073469388,45,0,17,0.183673469,companies_posts_comments_columns,3/27/2012,5/5/2016,29,75,339,1,16,87,3,16,92,0,companies_posts_reactions_columns,3/27/2012,5/5/2016,206,245,860,13,30,146,31,37,177,0
1,rasham,1.0689E+14,514313824,6/28/2016,0,0,0,0,0,companies_general_info_columns,1,0,0,528875083,1,,0,1067,1,1,1,0,0,16,1,1,0,0,0,0,1,FALSE,,FALSE,FALSE,,1/1/2007,1,1,652,99,146,17,,,934,134,Business Services,,1980,1896,companies_events_columns,1/2/2014,1/2/2014,1,1,5,5,5,5,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,companies_photos,3/23/2010,2/6/2016,1,0,0,0,0,0,0,,19,78,7,3,1,1,1,1,0,0,15,53,1,6,3,0,0,0,15,0,1,15,16,companies_posts_columns,6/28/2016,143,143,3/23/2010,2/6/2016,32,111,12,95,0,95,37,58,104,0,104,37,67,103,0,103,37,66,21,0,4,0.189189189,2452,0,190,22.09009009,103,0,8,0,8,0,0,0,0,0,0,0,0,companies_posts_comments_columns,9/29/2014,9/1/2015,6,10,12,0,0,0,1,0,1,0,companies_posts_reactions_columns,3/23/2010,2/6/2016,107,111,1425,0,1,0,312,1,313,0
1,rasham,1.01766E+14,514108232,6/28/2016,0,1,0,0,0,companies_general_info_columns,1,0,0,03-9192949,1,,0,6,0,0,1,0,0,1,0,1,0,0,0,0,1,FALSE,,FALSE,FALSE,,,0,0,,,,,,,,,Local Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,6/15/2010,6/15/2010,1,0,0,0,0,0,0,,1,15,2,1,0,0,0,1,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,477,477,6/15/2010,3/9/2015,4,7,0,1,0,1,0,1,1,0,1,0,1,6,0,6,0,6,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,6/15/2010,3/9/2015,5,7,0,0,0,0,0,0,0,0
1,forceliquidated,2.66688E+14,510785082,6/17/2014,742,12,0,2,0,companies_general_info_columns,1,1,1,97235445014,1,,0,923,1,1,1,5,5,0,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,962,160,76,13,,,,,Home Improvement,Home Improvement,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,12/19/2013,3/31/2014,1,55,23,111,1.541666667,0,11,1.947368421,4,72,4,0,1,1,1,1,0,0,0,64,6,1,1,0,0,3,69,0,0,72,72,companies_posts_columns,6/28/2016,792,50,12/19/2013,4/28/2014,5,24,10,23,1,22,23,0,23,1,22,23,0,22,1,21,22,0,16,0,5,0.666666667,403,0,33,16.79166667,22,0,2,1,1,2,0,2,0.083333333,14,0,14,0.583333333,companies_posts_comments_columns,12/19/2013,4/8/2014,5,10,16,2,14,0,0,16,16,0,companies_posts_reactions_columns,12/19/2013,4/28/2014,23,24,190,73,144,0,0,190,190,0
2,forceliquidated,2.71355E+14,513052175,12/22/2014,554,1,0,4,2,companies_general_info_columns,1,0,0,523206245,1,,0,22,0,1,1,0,0,0,0,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,,,53,8,,,,,Community,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,9/3/2011,9/3/2011,1,0,0,0,0,0,0,,1,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,351,-203,10/23/2012,7/13/2015,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,10/23/2012,7/13/2015,2,2,2,0,0,0,0,0,0,0
1,forceliquidated,1.25997E+14,511157687,3/4/2011,1943,8,0,0,0,companies_general_info_columns,1,0,0,9.72542E+11,1,,0,831,1,1,1,0,0,0,0,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,1,,,140,26,,,,,Local Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,6/1/2010,6/1/2010,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,companies_posts_columns,6/28/2016,686,-1257,6/7/2010,8/12/2014,3,8,2,7,0,7,1,6,7,0,7,1,6,7,0,7,1,6,2,0,1,0.25,23,0,5,2.875,7,0,1,0,1,0,0,0,0,0,0,0,0,companies_posts_comments_columns,6/7/2010,6/7/2010,1,2,1,0,0,1,0,0,1,0,companies_posts_reactions_columns,6/7/2010,8/12/2014,7,8,11,0,0,11,0,0,11,0
1,rasham,1.00156E+14,512421405,6/28/2016,0,0,0,0,0,companies_general_info_columns,1,0,0,35514869,1,,0,179,1,1,1,0,0,3,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,0,,,,,,,,,Automotive,"Auto Body Shop,DMV",1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,5/3/2016,6/2/2016,1,0,1,1,0.011363636,0,1,1,2,88,4,0,1,1,1,1,0,0,0,6,80,1,1,0,0,88,0,0,0,88,88,companies_posts_columns,6/28/2016,26,26,5/3/2016,6/2/2016,2,20,6,20,0,20,14,6,20,0,20,14,6,20,0,20,14,6,4,0,2,0.2,138,0,16,6.9,20,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,5/4/2016,5/26/2016,1,3,4,4,0,0,0,4,4,0,companies_posts_reactions_columns,5/3/2016,6/2/2016,19,20,55,55,0,0,0,55,55,0
1,forceliquidated,4.14721E+14,512405747,6/4/2013,1120,1,0,13,3,companies_general_info_columns,1,0,0,,0,,0,44,0,1,1,0,0,0,1,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,1,,,20,4,,,,,Food/Beverages,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,3/22/2012,10/21/2012,1,0,12,17,0.153153153,0,3,1.416666667,4,111,11,9,0,0,1,1,0,0,103,0,0,7,1,0,0,0,0,51,3,0,54,companies_posts_columns,6/28/2016,1346,226,3/22/2012,10/21/2012,4,54,29,51,1,50,43,8,51,1,50,43,8,52,1,51,44,8,56,0,9,1.037037037,409,0,16,7.574074074,52,0,2,0,2,0,0,0,0,0,0,0,0,companies_posts_comments_columns,3/22/2012,10/21/2012,4,27,20,0,0,18,0,0,18,0,companies_posts_reactions_columns,3/22/2012,10/21/2012,14,54,59,0,0,58,6,0,58,0
1,rasham,1.03138E+14,512044561,6/28/2016,0,0,0,0,0,companies_general_info_columns,1,1,1,26521520,1,,0,962,1,1,1,0,0,1,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,1/1/1990,1,1,459,79,33,6,79,8,,,Small Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,7/25/2013,5/26/2016,1,0,0,0,0,0,0,,4,5,3,0,1,0,1,1,0,0,0,3,0,1,1,0,0,1,0,0,0,1,1,companies_posts_columns,6/28/2016,33,33,7/25/2013,5/26/2016,4,5,1,3,0,3,0,3,3,0,3,0,3,3,0,3,0,3,0,0,0,0,6,0,4,1.2,3,0,2,0,2,1,0,1,0.2,5,0,4,1,companies_posts_comments_columns,7/22/2015,7/22/2015,1,1,1,0,0,0,1,0,1,0,companies_posts_reactions_columns,7/25/2013,5/26/2016,5,5,6,4,0,0,0,4,4,0
1,rasham,1.05362E+11,512821174,6/28/2016,0,0,0,0,0,companies_general_info_columns,1,1,1,"03-6516065, 052-3417492",1,,0,7659,1,1,1,7,7,74,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,1/1/1999,1,1,189,27,140,21,38,6,,,Travel/Leisure,Travel Agency,1980,1896,companies_events_columns,4/26/2012,6/24/2016,30,85,131,0,8,1.541176471,186,0,9,2.188235294,1239,0,509,14.57647059,186,0,9,2.188235294,95,0,64,1.117647059,companies_photos,5/29/2009,6/19/2016,1,1337,182,1530,0.339396628,0,8,1.052993806,53,4508,175,171,1,1,1,1,0,0,3441,665,284,111,7,0,0,195,268,176,327,463,992,companies_posts_columns,6/28/2016,14,14,6/16/2011,6/14/2016,52,1552,404,1386,21,1365,436,950,1485,21,1464,437,1048,1547,21,1526,444,1103,685,0,16,0.441365979,6610,0,113,4.259020619,1547,0,5,0,5,3,0,2,0.00193299,4,0,2,0.00257732,companies_posts_comments_columns,4/4/2012,5/26/2016,50,303,217,20,27,23,30,44,83,0,companies_posts_reactions_columns,6/16/2011,6/14/2016,1205,1552,1926,152,258,228,215,354,650,0
